Lot_Frontage,Lot_Area,Bldg_Type,House_Style,Overall_Cond,Year_Built,Exter_Cond,Total_Bsmt_SF,First_Flr_SF,Second_Flr_SF,Full_Bath,Half_Bath,Bedroom_AbvGr,Kitchen_AbvGr,Fireplaces,Longitude,Latitude,Sale_Price
44,9548,OneFam,Two_Story,Above_Average,2003,Typical,941,941,888,2,1,3,1,1,-93.687764,42.016121,237000
75,9375,OneFam,Two_Story,Average,1997,Typical,1040,1044,1054,2,1,4,1,1,-93.680864,42.018721,240000
48,12137,OneFam,One_Story,Average,1998,Typical,1649,1661,0,2,0,3,1,0,-93.682686,42.017749,224900
0,4435,TwnhsE,One_Story,Average,2003,Typical,848,848,0,1,0,1,1,0,-93.681227,42.016275,143750
0,4426,TwnhsE,One_Story,Average,2004,Typical,848,848,0,1,0,1,1,0,-93.6837,42.016253,143000
48,10635,OneFam,One_Story,Average,2003,Typical,1657,1668,0,2,0,3,1,1,-93.687922,42.01404,232000
70,8400,OneFam,One_Story,Average,2004,Typical,1473,1484,0,2,0,3,1,0,-93.684015,42.014092,213000
65,8773,OneFam,One_Story,Average,2004,Typical,1414,1414,0,2,0,3,1,0,-93.685961,42.014023,185500
67,8777,OneFam,One_Story,Above_Average,1945,Good,0,640,0,1,0,2,1,0,-93.6783313,42.0203585,84900
75,9825,Duplex,One_Story,Average,1965,Typical,0,1664,0,2,0,4,2,0,-93.677553,42.021041,100000
60,10044,OneFam,One_Story,Above_Average,1968,Typical,1196,1196,0,1,0,3,1,0,-93.677545,42.020635,144000
65,6305,OneFam,SLvl,Above_Average,1975,Typical,1008,1096,0,1,0,3,1,1,-93.675268,42.020306,125200
64,6410,OneFam,One_Story,Average,1958,Typical,960,960,0,1,0,3,1,0,-93.6663375,42.019629,90000
80,8546,OneFam,One_Story,Average,2003,Typical,1121,1121,0,2,0,2,1,0,-93.66751,42.020196,140000
52,8741,OneFam,One_and_Half_Fin,Below_Average,1945,Typical,735,798,689,1,1,3,1,1,-93.664841,42.021793,113000
60,12180,TwoFmCon,One_and_Half_Fin,Below_Average,1941,Fair,672,672,252,1,0,2,1,0,-93.660168,42.021583,80000
68,8562,OneFam,One_Story,Above_Average,1957,Typical,1216,1526,0,1,0,4,1,1,-93.661944,42.017726,144500
67,4853,OneFam,One_Story,Above_Average,1924,Typical,1107,1296,0,2,0,2,1,1,-93.655762,42.022674,104000
66,6858,OneFam,Two_Story,Below_Average,1915,Typical,806,841,806,1,1,4,1,0,-93.655653,42.022702,128000
45,8212,OneFam,One_Story,Fair,1914,Fair,864,864,0,1,0,2,1,0,-93.656718,42.022089,58500
50,5000,OneFam,One_and_Half_Fin,Above_Average,1924,Typical,1026,1026,665,2,0,3,1,1,-93.650321,42.017737,127000
0,7890,OneFam,One_Story,Above_Average,1939,Typical,856,856,0,1,0,2,1,1,-93.6514413,42.0177987,126000
60,7200,Duplex,Two_Story,Above_Average,1967,Typical,0,862,1788,3,0,6,2,0,-93.6507568,42.0163944,160000
51,9839,OneFam,One_and_Half_Fin,Poor,1931,Typical,894,894,772,1,0,3,1,1,-93.64678,42.019091,100000
50,9638,OneFam,One_and_Half_Fin,Good,1919,Typical,804,1699,748,2,0,4,1,1,-93.646683,42.019093,169000
78,10452,OneFam,One_and_Half_Fin,Above_Average,1941,Good,1528,1225,908,1,1,4,1,2,-93.640041,42.016226,257500
78,15600,Duplex,Two_Story,Above_Average,1950,Good,1032,1102,1075,2,1,5,2,0,-93.639781,42.014937,215000
66,9042,OneFam,Two_Story,Excellent,1941,Good,1152,1188,1152,2,0,4,1,2,-93.642793,42.014682,266500
100,17500,OneFam,One_Story,Very_Good,1959,Good,1902,1902,0,2,0,3,1,2,-93.639678,42.011005,335000
85,19645,OneFam,SLvl,Above_Average,1994,Typical,423,896,756,2,1,3,1,0,-93.645014,42.010606,203135
35,3907,TwnhsE,One_Story,Above_Average,1989,Typical,982,1034,0,1,0,1,1,1,-93.645701,42.009345,185000
35,3907,TwnhsE,One_Story,Average,1989,Typical,1191,1191,0,2,0,2,1,1,-93.645729,42.009337,162500
100,15602,OneFam,One_Story,Very_Good,1959,Typical,1501,1801,0,2,0,1,1,2,-93.641677,42.010797,289000
40,5436,OneFam,One_and_Half_Fin,Very_Good,1922,Good,796,796,358,1,0,3,1,0,-93.625291,42.022772,125500
58,8154,OneFam,One_Story,Average,1941,Typical,480,540,0,1,0,1,1,0,-93.629496,42.021414,82000
50,9140,OneFam,One_and_Half_Fin,Average,1921,Typical,629,727,380,1,0,2,1,0,-93.626689,42.021474,110000
44,3811,TwnhsE,One_Story,Average,2004,Typical,1594,1646,0,2,0,2,1,1,-93.615993,42.008687,246000
85,11050,OneFam,Two_Story,Average,1998,Typical,1049,1036,880,2,1,3,1,1,-93.604947,41.99706,254900
74,9620,OneFam,SLvl,Good,1977,Typical,1243,1285,0,2,0,3,1,1,-93.602823,41.997052,190000
129,9196,OneFam,One_Story,Average,2003,Typical,1560,1560,0,2,0,3,1,0,-93.603972,41.996065,201000
0,12328,OneFam,SLvl,Average,1976,Typical,1012,1034,0,1,0,3,1,0,-93.600797,41.994784,169900
0,12760,Duplex,One_Story,Average,1976,Typical,1958,2048,0,3,0,5,2,0,-93.602002,41.994013,170000
0,57200,OneFam,One_Story,Average,1948,Typical,747,1687,0,1,0,3,1,2,-93.657894,41.997741,160000
88,11896,OneFam,One_Story,Average,2008,Typical,1336,1346,0,2,0,3,1,1,-93.649203,41.995346,220000
73,9802,OneFam,Two_Story,Average,2006,Typical,384,744,700,2,1,3,1,0,-93.649096,41.994284,174000
80,11316,OneFam,Two_Story,Average,2002,Typical,817,824,1070,2,1,4,1,1,-93.647645,41.995489,214900
85,14191,OneFam,Two_Story,Average,2002,Typical,967,993,915,2,1,4,1,0,-93.646814,41.99435,202900
89,13214,OneFam,One_Story,Average,2008,Typical,2002,2018,0,2,0,3,1,1,-93.652495,41.992989,378500
85,15300,OneFam,One_Story,Average,1965,Typical,1068,1264,0,1,0,2,1,1,-93.60743,41.99321,169000
93,10114,OneFam,One_Story,Average,2004,Typical,1430,1430,0,2,0,3,1,0,-93.608372,41.990934,173500
94,9400,Duplex,Two_Story,Average,1971,Typical,912,912,912,2,2,4,2,0,-93.607622,41.993253,139000
0,11875,OneFam,One_Story,Average,1999,Typical,1344,1344,0,2,0,3,1,1,-93.608223,41.991004,166500
0,1974,TwnhsE,Two_Story,Average,1973,Typical,546,546,546,1,1,3,1,0,-93.60359,41.991861,83500
31,2394,Twnhs,One_Story,Above_Average,1973,Typical,945,945,0,1,0,2,1,1,-93.604318,41.991758,119500
36,2592,TwnhsE,Two_Story,Fair,1976,Typical,536,536,576,1,1,3,1,0,-93.604425,41.991876,85000
21,1476,Twnhs,Two_Story,Good,1970,Typical,546,546,546,1,1,3,1,0,-93.603435,41.992212,76000
21,1491,TwnhsE,SFoyer,Above_Average,1972,Typical,630,630,0,1,0,1,1,0,-93.60359,41.992119,75500
21,1900,TwnhsE,Two_Story,Below_Average,1970,Typical,546,546,546,1,1,3,1,0,-93.601806,41.9917,88250
21,1890,TwnhsE,Two_Story,Above_Average,1972,Typical,546,546,546,1,1,3,1,0,-93.603398,41.991824,85500
50,6953,OneFam,One_Story,Good,1971,Good,864,874,0,1,0,3,1,0,-93.601449,41.991558,130000
0,26142,OneFam,One_Story,Good,1962,Typical,1188,1188,0,1,0,3,1,0,-93.606856,41.988729,157900
76,12887,OneFam,One_Story,Good,1984,Typical,833,833,0,1,0,2,1,0,-93.6035354,41.9889358,149900
70,7700,Duplex,Two_Story,Poor,1985,Poor,1216,1216,1216,4,2,4,2,0,-93.6030339,41.98766,159000
63,10475,OneFam,Two_Story,Average,1991,Typical,624,624,650,1,1,3,1,0,-93.600582,41.986647,136000
68,10544,OneFam,One_and_Half_Fin,Average,1969,Typical,864,864,615,2,0,5,1,0,-93.599791,41.9913,161000
76,9892,OneFam,One_Story,Average,1994,Good,1679,1803,0,2,1,3,1,2,-93.600006,41.989848,285000
74,12961,OneFam,Two_Story,Average,1993,Good,1152,1152,645,2,1,3,1,1,-93.600147,41.989185,231000
74,13008,OneFam,One_Story,Average,1956,Typical,882,882,0,1,0,2,1,0,-93.6188955,42.0530363,124500
85,10200,OneFam,One_Story,Average,1974,Typical,1434,1434,0,2,0,4,1,1,-93.619562,42.05139,157000
75,13860,OneFam,SLvl,Good,1972,Typical,1952,2000,704,2,1,4,1,3,-93.615524,42.049322,345000
88,10179,OneFam,Two_Story,Average,1997,Typical,945,945,663,2,1,3,1,1,-93.639388,42.059956,189500
0,11792,OneFam,Two_Story,Average,2003,Typical,1008,1008,1275,2,1,4,1,1,-93.639915,42.063294,270000
60,8400,OneFam,SLvl,Average,1996,Typical,384,958,670,2,1,3,1,1,-93.6364,42.060896,189000
42,14892,OneFam,One_Story,Average,2006,Typical,1746,1746,0,2,0,3,1,2,-93.635838,42.062956,377500
0,8530,OneFam,SLvl,Average,1995,Typical,384,804,670,2,1,3,1,1,-93.637442,42.060598,168500
28,7296,TwnhsE,One_Story,Average,2004,Typical,2208,2522,0,2,0,1,1,1,-93.634265,42.062903,375000
40,5664,TwnhsE,One_Story,Average,2000,Typical,1501,1659,0,2,0,2,1,1,-93.633739,42.061981,278000
61,7380,OneFam,One_Story,Average,1998,Typical,1418,1478,0,2,0,2,1,0,-93.633547,42.061633,240000
57,8013,TwnhsE,One_Story,Average,1995,Typical,1587,1734,0,2,0,2,1,0,-93.633024,42.061178,239500
57,8923,OneFam,SLvl,Average,1998,Typical,384,751,631,2,1,3,1,1,-93.63921,42.059283,177500
74,10141,OneFam,Two_Story,Average,1998,Typical,832,885,833,2,1,3,1,1,-93.639069,42.059129,185000
60,7500,OneFam,Two_Story,Average,1998,Typical,952,952,684,2,1,3,1,1,-93.639069,42.059161,191000
59,7837,OneFam,Two_Story,Good,1993,Typical,799,799,772,2,1,3,1,1,-93.636955,42.058274,178000
0,9765,OneFam,Two_Story,Very_Good,1993,Good,680,680,790,2,1,3,1,1,-93.637046,42.058059,185000
0,8803,OneFam,Two_Story,Average,1994,Typical,707,707,809,2,1,3,1,1,-93.637671,42.059645,181316
58,7250,OneFam,One_Story,Average,1993,Typical,1181,1190,0,2,0,3,1,1,-93.635824,42.058194,166000
0,9636,OneFam,Two_Story,Average,1992,Typical,808,808,785,2,1,3,1,1,-93.635753,42.05793,178000
65,8125,OneFam,Two_Story,Average,1994,Typical,702,702,779,2,1,3,1,1,-93.636822,42.058173,174000
0,9248,OneFam,One_Story,Above_Average,1992,Typical,1158,1167,0,2,0,3,1,0,-93.636047,42.057854,173000
0,10762,OneFam,Two_Story,Average,1999,Typical,978,1005,978,2,1,3,1,1,-93.639325,42.058201,225000
99,11851,OneFam,One_Story,Average,1990,Typical,1424,1442,0,2,0,3,1,0,-93.634644,42.058747,180500
124,16158,OneFam,One_Story,Average,2005,Typical,1530,1530,0,2,0,3,1,1,-93.629357,42.058439,260000
85,11900,OneFam,Two_Story,Above_Average,1977,Typical,1122,946,988,2,1,3,1,1,-93.623975,42.056796,185000
94,13005,OneFam,Two_Story,Good,1980,Typical,845,1153,1200,2,1,4,1,1,-93.637343,42.053532,260000
48,17043,OneFam,One_Story,Average,1979,Good,1362,1586,0,2,0,3,1,1,-93.636512,42.055408,181000
0,16635,OneFam,One_Story,Good,1977,Typical,1602,1602,0,2,0,3,1,1,-93.632417,42.055572,215000
80,10928,OneFam,One_Story,Above_Average,1978,Typical,1427,1671,0,2,0,3,1,1,-93.63745,42.052507,200000
0,12388,OneFam,Two_Story,Good,1980,Typical,1043,1539,1134,2,1,4,1,1,-93.638366,42.052102,249000
0,14115,OneFam,SLvl,Average,1980,Typical,1372,1472,0,2,0,3,1,2,-93.634212,42.052719,187500
80,11088,OneFam,One_Story,Average,1978,Typical,1140,1707,0,2,0,3,1,1,-93.637043,42.05288,184000
80,9600,OneFam,One_Story,Average,1981,Typical,2524,2524,0,2,1,4,1,1,-93.633796,42.052915,278000
0,10304,OneFam,Two_Story,Good,1976,Good,780,1088,780,2,1,4,1,1,-93.635919,42.049394,197500
70,7000,OneFam,Two_Story,Average,2003,Typical,926,1016,868,2,1,3,1,1,-93.639516,42.049106,240900
0,7500,OneFam,Two_Story,Average,2000,Typical,1058,1058,816,2,1,3,1,1,-93.6392308,42.0503771,220000
0,8470,OneFam,Two_Story,Average,2002,Typical,972,972,839,2,1,3,1,1,-93.639366,42.049406,235000
0,9373,OneFam,One_Story,Good,1975,Typical,1621,1621,0,2,0,3,1,2,-93.632915,42.053166,213000
78,10140,OneFam,One_Story,Above_Average,1974,Typical,1116,1116,0,2,0,3,1,1,-93.632178,42.052355,167900
85,11050,OneFam,One_Story,Average,1975,Typical,1176,1193,0,2,0,3,1,1,-93.630253,42.052448,158000
78,10140,OneFam,One_Story,Average,1974,Typical,1064,1350,0,2,0,3,1,1,-93.631432,42.05267,165000
60,9000,Duplex,Two_Story,Average,1974,Typical,896,896,896,2,2,4,2,0,-93.625856,42.056398,136000
0,8750,OneFam,One_Story,Above_Average,1970,Typical,1002,1002,0,1,0,3,1,0,-93.626554,42.054626,148500
61,7930,OneFam,One_Story,Very_Good,1969,Typical,1026,1026,0,1,0,3,1,0,-93.628707,42.055228,156000
0,7830,OneFam,One_Story,Average,1970,Typical,1180,1180,0,1,1,2,1,0,-93.626603,42.055184,128000
0,8510,OneFam,One_Story,Good,1971,Typical,1043,1050,0,1,1,3,1,0,-93.62655,42.055154,143000
60,6960,OneFam,One_Story,Above_Average,1970,Typical,864,864,0,1,0,3,1,0,-93.625657,42.053306,120500
70,8120,OneFam,One_Story,Good,1970,Good,864,864,0,1,0,3,1,0,-93.625542,42.053307,124500
60,9000,OneFam,One_Story,Good,1971,Good,864,864,0,1,0,3,1,0,-93.6223289,42.056461,130000
21,1680,Twnhs,Two_Story,Average,1973,Typical,483,483,504,1,1,2,1,0,-93.627396,42.052758,111000
24,2368,TwnhsE,Two_Story,Above_Average,1970,Typical,765,765,600,1,1,3,1,0,-93.628119,42.052338,125000
21,1680,Twnhs,Two_Story,Above_Average,1972,Typical,483,483,504,1,1,2,1,0,-93.629456,42.051661,97000
21,1680,Twnhs,Two_Story,Very_Good,1972,Typical,483,483,504,1,1,2,1,0,-93.629851,42.051823,118000
21,1680,Twnhs,Two_Story,Good,1972,Typical,630,630,672,2,1,3,1,0,-93.629881,42.051822,119500
0,4928,TwnhsE,One_Story,Above_Average,1976,Typical,958,958,0,2,0,2,1,0,-93.627244,42.050615,143750
24,2308,TwnhsE,Two_Story,Average,1976,Typical,804,804,744,2,1,3,1,1,-93.624729,42.050705,146000
24,2280,Twnhs,Two_Story,Above_Average,1976,Typical,855,855,601,2,1,3,1,1,-93.624748,42.050705,148500
24,2280,Twnhs,One_Story,Average,1975,Typical,1057,1055,0,2,0,2,1,1,-93.625945,42.050682,123000
24,2308,TwnhsE,Two_Story,Average,1974,Typical,855,855,467,2,1,3,1,1,-93.625918,42.050533,147000
24,2349,Twnhs,Two_Story,Average,1977,Typical,855,855,601,2,1,3,1,1,-93.625846,42.050213,137900
24,2364,TwnhsE,Two_Story,Average,1978,Typical,804,804,744,2,1,3,1,1,-93.625688,42.05009,147000
24,2289,Twnhs,Two_Story,Above_Average,1978,Typical,855,855,586,2,1,3,1,1,-93.62569,42.050134,148500
24,2364,TwnhsE,Two_Story,Average,1978,Typical,855,855,601,2,1,3,1,1,-93.625696,42.050222,138000
24,2104,TwnhsE,One_Story,Above_Average,1976,Typical,836,836,0,1,0,2,1,0,-93.625707,42.050397,128500
65,7150,OneFam,One_Story,Average,1967,Typical,892,892,0,1,0,3,1,0,-93.6256036,42.0488934,100000
0,10710,OneFam,One_Story,Good,1966,Typical,864,1120,0,1,0,3,1,1,-93.626521,42.048486,148800
96,12456,OneFam,One_Story,Average,2006,Typical,1700,1718,0,2,0,3,1,1,-93.658877,42.0623099,337500
110,14257,OneFam,Two_Story,Average,2007,Typical,1776,1794,978,3,1,4,1,3,-93.6562749,42.063304,462000
105,15431,OneFam,One_Story,Average,2008,Typical,3094,2402,0,2,0,2,1,2,-93.657828,42.061902,555000
108,13173,OneFam,One_Story,Average,2006,Typical,1652,1652,0,2,0,2,1,2,-93.657483,42.06128,325000
110,14230,OneFam,One_Story,Average,2007,Typical,1566,1600,0,2,0,3,1,1,-93.654241,42.062991,256300
96,11308,OneFam,Two_Story,Average,2008,Typical,1104,1130,1054,2,1,3,1,1,-93.652863,42.062942,335000
95,12350,OneFam,One_Story,Average,2008,Typical,2020,2020,0,2,0,3,1,1,-93.654439,42.062258,404000
97,13478,OneFam,Two_Story,Average,2008,Typical,1722,1728,568,2,1,3,1,1,-93.658224,42.062776,451950
105,13693,OneFam,One_Story,Average,2007,Typical,2630,2674,0,2,1,2,1,2,-93.657835,42.062789,610000
95,11578,OneFam,One_Story,Average,2008,Typical,1736,1736,0,2,0,3,1,1,-93.654437,42.062108,360000
129,16870,OneFam,One_Story,Average,2004,Typical,1782,1782,0,2,0,3,1,2,-93.658854,42.060934,296000
87,11146,OneFam,One_Story,Average,2006,Typical,1709,1717,0,2,0,3,1,1,-93.653152,42.061382,255500
87,10367,OneFam,One_Story,Average,2008,Typical,1739,1743,0,2,0,3,1,1,-93.652884,42.061437,335000
76,9591,OneFam,One_Story,Average,2004,Typical,1713,1713,0,2,0,3,1,1,-93.654724,42.060576,274900
77,10872,OneFam,One_Story,Average,2006,Typical,1504,1531,0,2,0,2,1,1,-93.65476,42.060575,300000
102,13514,OneFam,One_Story,Average,2008,Typical,1774,1808,0,2,0,3,1,1,-93.652084,42.061678,324000
74,8834,OneFam,Two_Story,Average,2004,Typical,1462,1462,762,2,1,4,1,1,-93.654652,42.060426,350000
107,11362,OneFam,One_Story,Average,2004,Typical,1836,1836,0,2,0,3,1,1,-93.652724,42.060178,280000
85,10655,OneFam,One_Story,Average,2003,Typical,3206,1629,0,2,0,3,1,1,-93.6541267,42.0599123,284000
90,12878,OneFam,One_Story,Average,2003,Typical,1760,1760,0,2,0,3,1,1,-93.6547754,42.0598989,269500
103,13472,OneFam,One_Story,Average,2003,Typical,2392,2392,0,2,0,3,1,1,-93.65604,42.059241,386250
110,15274,OneFam,One_Story,Average,2003,Typical,2452,2452,0,2,0,3,1,1,-93.65486,42.058782,445000
96,13262,OneFam,Two_Story,Average,2003,Typical,1082,1105,1295,3,1,4,1,1,-93.6545189,42.058886,290000
70,9658,OneFam,One_Story,Average,2006,Typical,1598,1606,0,2,0,3,1,1,-93.65048,42.0592,255900
47,6904,TwnhsE,One_Story,Average,2005,Typical,1358,1358,0,2,0,2,1,1,-93.649779,42.059177,213000
34,5381,Twnhs,One_Story,Average,2005,Typical,1306,1306,0,2,0,1,1,1,-93.649743,42.059179,196000
34,5122,Twnhs,One_Story,Average,2005,Typical,1306,1306,0,2,0,1,1,1,-93.649723,42.059183,184500
80,10307,TwnhsE,One_Story,Average,2007,Typical,1350,1358,0,2,0,2,1,1,-93.650258,42.058339,212500
34,5001,Twnhs,One_Story,Average,2007,Typical,1314,1314,0,2,0,2,1,1,-93.650244,42.058336,230000
117,15262,OneFam,One_Story,Average,2003,Typical,2200,2200,0,2,1,3,1,1,-93.6552449,42.05851,382500
48,6472,TwnhsE,One_Story,Average,2008,Typical,1451,1456,0,2,0,2,1,1,-93.654215,42.057089,248500
129,16770,OneFam,One_Story,Average,2002,Typical,1712,1712,0,2,0,3,1,1,-93.654405,42.057019,286500
48,6240,TwnhsE,One_Story,Average,2006,Typical,1324,1324,0,2,0,2,1,1,-93.6514849,42.056983,254000
48,3480,TwnhsE,One_Story,Average,2003,Typical,1405,1405,0,2,0,2,1,1,-93.651014,42.057277,173000
36,2268,Twnhs,Two_Story,Average,2003,Typical,764,764,862,2,0,2,1,0,-93.650238,42.057467,173000
63,10928,OneFam,Two_Story,Average,2005,Typical,728,728,728,2,1,3,1,1,-93.645752,42.06232,184000
57,8918,OneFam,Two_Story,Average,2005,Typical,745,745,745,2,1,3,1,1,-93.64466,42.063183,167800
149,12589,OneFam,Two_Story,Average,2005,Typical,742,742,742,2,1,3,1,1,-93.644457,42.062058,174000
122,11911,OneFam,Two_Story,Average,2005,Typical,684,684,876,2,1,3,1,1,-93.645627,42.062404,174000
53,3684,TwnhsE,One_Story,Average,2007,Typical,1373,1555,0,2,0,2,1,1,-93.641561,42.062562,174000
51,3635,TwnhsE,One_Story,Average,2007,Typical,1386,1569,0,2,0,1,1,1,-93.641515,42.062557,175900
43,3182,TwnhsE,One_Story,Average,2005,Typical,1373,1555,0,2,0,2,1,1,-93.642094,42.062305,192500
43,3182,TwnhsE,One_Story,Average,2005,Typical,1346,1504,0,2,0,1,1,1,-93.642597,42.062266,181000
43,3182,TwnhsE,One_Story,Average,2005,Typical,1220,1220,0,2,0,2,1,1,-93.642911,42.062081,180000
43,3182,TwnhsE,One_Story,Average,2005,Typical,1145,1145,0,2,0,2,1,1,-93.642914,42.062086,160200
71,7795,OneFam,Two_Story,Average,2004,Typical,716,716,716,2,1,3,1,1,-93.642749,42.061562,188500
0,8068,OneFam,Two_Story,Average,2002,Typical,1010,1010,1257,2,1,4,1,1,-93.643312,42.059377,200000
59,9434,OneFam,SLvl,Average,2004,Typical,384,744,630,2,1,3,1,1,-93.644106,42.061739,170000
62,7984,OneFam,Two_Story,Average,2004,Typical,868,868,762,2,1,3,1,1,-93.641772,42.061149,189500
0,7750,OneFam,SLvl,Average,2002,Typical,408,779,640,2,1,3,1,1,-93.641488,42.061114,184100
61,10125,OneFam,Two_Story,Average,2004,Typical,846,846,748,2,1,3,1,1,-93.642626,42.061656,195500
0,8965,OneFam,Two_Story,Average,2003,Typical,782,806,683,2,1,3,1,1,-93.640051,42.061365,192000
0,8174,OneFam,Two_Story,Average,2003,Typical,698,698,644,2,1,3,1,1,-93.640065,42.063283,178000
34,5063,Twnhs,One_Story,Average,2007,Typical,1314,1314,0,2,0,2,1,1,-93.649649,42.058368,207500
0,8795,OneFam,Two_Story,Average,2000,Typical,952,980,1276,2,1,4,1,1,-93.642813,42.05859,236000
0,12891,OneFam,Two_Story,Average,2002,Typical,870,878,1126,2,1,4,1,1,-93.642932,42.059481,257500
0,12224,OneFam,Two_Story,Average,2000,Typical,992,1022,1032,2,1,3,1,1,-93.641919,42.059068,244000
61,9734,OneFam,SLvl,Average,2004,Typical,384,744,630,2,1,3,1,0,-93.644251,42.059605,167000
60,8123,OneFam,Two_Story,Average,2000,Typical,982,1007,793,2,1,3,1,1,-93.641377,42.057839,179000
42,8433,OneFam,Two_Story,Average,2000,Typical,794,819,695,2,1,3,1,1,-93.641313,42.057834,190000
62,7750,OneFam,SLvl,Average,1999,Typical,384,774,656,2,1,3,1,1,-93.641303,42.057833,156000
0,15896,OneFam,Two_Story,Average,1999,Typical,1177,1223,1089,2,1,4,1,1,-93.641367,42.057098,245000
0,24682,OneFam,Two_Story,Average,1999,Typical,841,892,783,2,1,3,1,1,-93.641397,42.057093,181000
0,8755,OneFam,Two_Story,Average,1999,Typical,992,1022,1038,2,1,3,1,1,-93.641312,42.056955,214000
64,7848,OneFam,SLvl,Above_Average,1999,Typical,384,774,656,2,1,3,1,1,-93.640879,42.058668,168000
82,9430,OneFam,Two_Story,Average,1999,Typical,1252,1268,1097,2,1,3,1,1,-93.65429,42.053749,337000
174,15138,OneFam,Two_Story,Average,1995,Typical,1462,1490,1304,2,1,4,1,1,-93.657163,42.053911,403000
106,12720,OneFam,Two_Story,Average,2000,Typical,1455,1466,1221,2,1,4,1,2,-93.650957,42.055626,327000
0,16545,OneFam,Two_Story,Average,1998,Typical,1284,1310,1140,2,1,3,1,1,-93.652608,42.053441,340000
98,12203,OneFam,Two_Story,Average,1998,Typical,1225,1276,1336,2,1,4,1,1,-93.65238,42.053041,336000
79,10208,OneFam,Two_Story,Average,1996,Typical,1264,1277,1067,2,1,3,1,1,-93.655555,42.052668,265000
0,10750,OneFam,One_Story,Average,1994,Typical,2024,2063,0,2,0,3,1,2,-93.655988,42.050411,315000
90,9900,OneFam,Two_Story,Average,1993,Typical,1347,1372,1274,2,1,4,1,1,-93.654048,42.049701,260000
79,9085,OneFam,Two_Story,Average,1995,Typical,1070,1094,967,2,1,3,1,1,-93.651503,42.05161,260000
0,11692,OneFam,Two_Story,Average,1993,Typical,1173,1215,1017,2,1,3,1,1,-93.652117,42.050215,263550
52,46589,OneFam,Two_Story,Good,1994,Typical,1629,1686,762,2,1,4,1,1,-93.650529,42.049921,402000
0,29959,OneFam,Two_Story,Above_Average,1994,Typical,973,979,871,2,1,3,1,1,-93.650822,42.050971,248000
86,11194,OneFam,One_Story,Average,2008,Typical,1696,1696,0,2,0,3,1,0,-93.64247,42.055036,275000
78,10206,OneFam,One_Story,Average,2008,Typical,1614,1658,0,2,1,3,1,1,-93.642553,42.054302,257500
85,10130,OneFam,One_Story,Average,2007,Typical,1702,1702,0,2,0,3,1,1,-93.642579,42.054151,275500
76,9139,OneFam,One_Story,Average,2006,Typical,1422,1432,0,2,0,3,1,1,-93.64236,42.053212,245000
75,9675,OneFam,Two_Story,Average,2005,Typical,1113,1113,858,2,1,3,1,1,-93.641251,42.053258,253000
85,11128,OneFam,One_Story,Average,2005,Typical,2458,2490,0,2,0,2,1,2,-93.641296,42.053108,468000
75,9000,OneFam,Two_Story,Average,2008,Typical,768,786,804,2,1,3,1,0,-93.6504,42.051797,210000
72,8640,OneFam,One_Story,Average,2008,Typical,1402,1402,0,2,0,3,1,0,-93.650338,42.051652,229800
112,12606,OneFam,One_Story,Average,2007,Typical,1530,1530,0,2,0,3,1,1,-93.648275,42.050406,250000
75,7500,OneFam,One_Story,Average,2006,Typical,1372,1448,0,2,0,2,1,1,-93.648778,42.051795,238500
85,11003,OneFam,Two_Story,Average,2008,Typical,1017,1026,981,2,1,3,1,1,-93.643001,42.052337,310000
84,10603,OneFam,Two_Story,Average,2006,Typical,900,909,886,2,1,3,1,1,-93.64287,42.052346,270000
85,10574,OneFam,Two_Story,Average,2005,Typical,1082,1082,871,2,1,3,1,1,-93.643842,42.052127,252000
